timestamp,symbol,strategy,action,amount,entry_price,sl,tp,rsi,ai_confidence,trend_1h,trend_4h,ai_summary
"2026-03-03 08:36:12","AUDUSD","mean-reversion","Buy","10000","0.70669","0.7055","0.7083","29.673042105460993","70","下降","横ばい","RSIが売られすぎの水準であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 08:36:12","EURJPY","mean-reversion","Buy","10000","3.66125","3.293","4.399","20.573188297819513","80","下降","横ばい","RSIが20と極端な売られすぎの状態であり、%BがBB下限付近にあるため、買いシグナルが強い。"
"2026-03-03 09:07:54","AUDUSD","mean-reversion","Buy","10000","0.70608","0.70508","0.70698","30.766990129662616","80","下降","下降","RSIが30を下回り、ボリンジャーバンドの下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 09:07:54","GBPJPY","mean-reversion","Buy","10000","209.673","209.345","210.128","24.982097412112054","80","下降","横ばい","RSIが過剰売られ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを強く推奨します。"
"2026-03-03 09:07:54","XAUUSD","mean-reversion","Buy","50","5293.95","5280.0","5320.0","33.171249076628015","70","下降","横ばい","RSIが過小評価されており、ボリンジャーバンドの下限付近での買いシグナルが確認されました。"
"2026-03-03 09:29:37","AUDUSD","mean-reversion","Buy","10000","0.70484","0.70364","0.70652","28.678945966237976","70","下降","横ばい","RSIが28.67で売られすぎの状態であり、BBの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 09:29:37","EURJPY","mean-reversion","Buy","10000","3.67152","3.66452","3.67352","23.663871564560893","70","下降","横ばい","RSIが23.66で売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 09:29:37","XAGUSD","mean-reversion","Buy","500","83.4625","82.022","85.807","36.878787220117026","70","下降","横ばい","RSIが買われすぎの閾値を下回り、BBの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 10:06:52","AUDUSD","mean-reversion","Buy","10000","0.7043","0.7035","0.7065","20.57963228271251","80","下降","下降","RSIが20と極端な売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 10:06:52","EURUSD","mean-reversion","Buy","10000","1.16114","1.15901","1.16286","9.225302756181435","80","下降","下降","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 10:06:52","GBPJPY","mean-reversion","Buy","10000","209.778","209.487","210.145","36.41575525427145","70","下降","横ばい","1時間足でRSIが36.4であり、買いシグナルが発生しているため、エントリーを推奨します。"
"2026-03-03 10:06:52","XAUUSD","mean-reversion","Buy","50","5279.68","5260.00","5300.00","35.96063514316836","70","下降","横ばい","RSIが過剰売られ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 10:26:51","AUDUSD","mean-reversion","Buy","10000","0.70372","0.70286","0.70531","20.9116259368639","80","下降","横ばい","RSIが20.91で売られすぎの状態であり、%BもBB下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 10:26:51","EURJPY","mean-reversion","Buy","10000","3.68961","3.302","4.466","22.098937532966616","80","下降","横ばい","RSIが極端な売られすぎの状態であり、1時間足でBuyシグナルが出ているため、エントリーを推奨します。"
"2026-03-03 10:26:51","XAGUSD","mean-reversion","Buy","500","83.7665","81.643","86.781","30.337434167292315","80","下降","横ばい","RSIが30を下回り、BBの下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 10:26:51","XAUUSD","mean-reversion","Buy","50","5273.86","5265.36","5299.10","35.462928008065674","70","横ばい","横ばい","RSIが買われすぎの閾値を下回り、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 11:06:11","EURUSD","mean-reversion","Buy","10000","1.16004","1.15875","1.16067","10.615396175376645","80","下降","下降","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを強く推奨します。"
"2026-03-03 11:06:11","XAUUSD","mean-reversion","Buy","50","5246.85","5230.85","5289.85","25.556995440364773","80","下降","横ばい","RSIが25.56で売られすぎの状態であり、%BもBBの下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 11:22:49","AUDUSD","mean-reversion","Buy","10000","0.70172","0.70000","0.70475","13.240951193880292","80","下降","横ばい","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを強く推奨します。"
"2026-03-03 11:22:49","EURJPY","mean-reversion","Buy","10000","3.70367","3.69867","3.70467","19.663636632813194","80","下降","横ばい","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いを推奨します。"
"2026-03-03 11:22:49","XAGUSD","mean-reversion","Buy","500","81.0095","79.4471","84.3471","26.62592006405461","80","下降","横ばい","RSIが売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを推奨します。"
"2026-03-03 11:22:49","XAUUSD","mean-reversion","Buy","50","5202.93","5190.10","5243.10","27.189862319434596","80","横ばい","横ばい","RSIが27で売られすぎの状態であり、%BがBBの下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 11:54:09","XAUUSD","mean-reversion","Buy","50","5149.88","5110.0","5220.0","13.359449201042324","85","下降","下降","RSIが極端な売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが強い。"
"2026-03-03 12:28:26","AUDUSD","mean-reversion","Buy","10000","0.70423","0.70223","0.70637","24.249109677296644","70","下降","横ばい","RSIが売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 12:28:26","EURJPY","mean-reversion","Buy","10000","3.69","3.297","4.476","21.257971967911118","70","下降","横ばい","RSIが売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 12:28:26","GBPJPY","mean-reversion","Buy","10000","209.998","209.592","210.608","32.812690806957136","80","横ばい","横ばい","RSIが30を下回り、%Bが30を下回っているため、買いシグナルが発生しています。"
"2026-03-03 12:28:26","XAGUSD","mean-reversion","Buy","500","82.6615","80.96739533601308","85.00783483242185","29.142712656770385","70","下降","横ばい","RSIが30未満であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 12:28:26","XAUUSD","mean-reversion","Buy","50","5204.46","5182.59","5240.39","28.09575891777429","70","下降","横ばい","RSIが28で売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 13:50:18","AUDUSD","mean-reversion","Buy","10000","0.70073","0.69905","0.70315","15.478909188608284","80","下降","横ばい","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが強い。"
"2026-03-03 13:50:18","EURJPY","mean-reversion","Buy","10000","3.7008","3.307","4.489","13.763590744354616","80","下降","横ばい","RSIが極端な売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 13:50:18","GBPJPY","mean-reversion","Buy","10000","209.899","209.487","210.511","23.046520354925008","80","横ばい","横ばい","RSIが23で売られすぎの状態であり、%Bも下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 13:50:18","XAGUSD","mean-reversion","Buy","500","82.1295","79.50","87.10","29.22599704462334","70","下降","横ばい","RSIが過剰売られ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 13:50:18","XAUUSD","mean-reversion","Buy","50","5149.79","5145.09","5156.69","28.070213485777728","70","下降","横ばい","RSIが28で売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを推奨します。"
"2026-03-03 14:34:42","AUDUSD","mean-reversion","Buy","10000","0.70009","0.69815","0.70273","15.320054180274056","80","下降","横ばい","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを強く推奨します。"
"2026-03-03 14:34:42","EURJPY","mean-reversion","Buy","10000","3.70484","3.69884","3.70684","13.032820775334216","80","下降","横ばい","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが強い。"
"2026-03-03 14:34:42","XAUUSD","mean-reversion","Buy","50","5125.26","5110.00","5183.00","28.5269933702274","70","下降","横ばい","RSIが28.5で売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 15:36:12","AUDUSD","mean-reversion","Buy","10000","0.69875","0.69632","0.70158","15.209519239731165","80","下降","横ばい","RSIが15.2で極端な売られすぎ状態にあり、ボリンジャーバンドの下限付近で買いシグナルが発生しているため、エントリーを推奨します。"
"2026-03-03 15:36:12","EURJPY","mean-reversion","Buy","10000","3.71509","3.252","4.642","17.483194366111306","80","下降","横ばい","RSIが極端な売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを強く推奨します。"
"2026-03-03 15:36:12","EURUSD","mean-reversion","Buy","10000","1.15662","1.15480","1.16048","14.990020357145227","80","下降","下降","RSIが極端な売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-03 15:36:12","GBPJPY","mean-reversion","Buy","10000","209.809","209.358","210.498","30.90596066147681","70","下降","横ばい","RSIが30を下回り、%Bが30近くにあり、買いシグナルが点灯しているため、エントリーを推奨します。"
"2026-03-03 15:36:12","XAGUSD","mean-reversion","Buy","500","81.3075","79.658","84.868","26.90131064783536","80","下降","横ばい","RSIが26.9で売られすぎ、%Bも低いため買いシグナルが発生しています。"
"2026-03-03 15:36:12","XAUUSD","mean-reversion","Buy","50","5060.58","5046.26","5072.86","19.57616964107406","80","下降","横ばい","RSIが極端な売られすぎ状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを強く推奨します。"
"2026-03-03 16:32:12","AUDUSD","mean-reversion","Buy","10000","0.70078","0.69818","0.70428","25.191123750170178","70","下降","横ばい","RSIが25.19で売られすぎの状態であり、%Bも30以下でBB下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 16:32:12","EURJPY","mean-reversion","Buy","10000","3.7134","3.205","4.730","27.328623409736792","80","下降","横ばい","RSIが27.3で売られすぎ、%BもBB下限付近にあり、買いシグナルが発生しています。"
"2026-03-03 16:32:12","XAUUSD","mean-reversion","Buy","50","5111.69","5056.024722471218","5189.275472471218","28.43491907971527","70","下降","横ばい","RSIが28.43で売られすぎの状態であり、%Bも14.98でBB下限付近にあるため、買いシグナルが発生しています。"
"2026-03-03 17:33:04","XAUUSD","mean-reversion","Buy","50","5080.36","5057.40","5110.27","27.927073675345866","70","下降","横ばい","RSIが27.9で売られすぎの状態にあり、ボリンジャーバンドの下限付近であるため、買いシグナルが発生しています。"
"2026-03-03 18:05:51","GBPJPY","mean-reversion","Sell","10000","210.273","210.52","209.78","78.58189052116124","70","上昇","横ばい","RSIが過剰な買われすぎ状態であり、売りシグナルが発生しているため、売りを推奨します。"
"2026-03-03 18:31:11","EURJPY","mean-reversion","Buy","10000","3.70328","3.202","4.705","36.09281416794557","70","下降","横ばい","RSIが36で買われすぎの条件を満たしており、MACDがゴールデンクロスを示しているため、買いを推奨します。"
"2026-03-03 19:57:24","AUDUSD","mean-reversion","Sell","10000","0.7042","0.7058","0.7021","70.91146451459767","70","横ばい","下降","RSIが過剰買いの状態であり、1時間足と4時間足のトレンドが一致していないが、売りシグナルが出ているためエントリーを推奨します。"
"2026-03-03 20:20:12","XAGUSD","mean-reversion","Buy","500","82.9495","80.0285","85.0285","38.09384036411149","70","下降","横ばい","RSIが40未満であり、MACDがゴールデンクロスを形成しているため、買いシグナルが発生しています。"
"2026-03-03 23:14:04","GBPUSD","mean-reversion","Sell","10000","1.33591","1.33765","1.33391","70.78900159822564","70","横ばい","下降","RSIが70を超えており、売りシグナルが発生しているため、売りを推奨します。"
"2026-03-04 00:55:33","AUDUSD","mean-reversion","Buy","10000","0.70126","0.69856","0.70478","47.31387177661517","70","下降","下降","RSIが40未満でBB下限付近にあり、Buyシグナルが出ているため、エントリーを推奨します。"
"2026-03-04 00:55:33","EURJPY","mean-reversion","Buy","10000","3.70324","3.69524","3.70624","45.52516983103988","70","下降","横ばい","1時間足でRSIが40未満でBB下限付近にあり、買いシグナルが発生しているため、買いを推奨します。"
"2026-03-04 01:30:28","EURJPY","mean-reversion","Buy","10000","3.70857","3.220","4.686","41.60616752566211","70","下降","横ばい","1時間足でのRSIが40未満でBB下限付近にあり、買いシグナルが発生しているため、エントリーを推奨します。"
"2026-03-04 01:52:23","EURJPY","mean-reversion","Buy","10000","182.746","182.404","183.324","47.109333647003474","70","下降","横ばい","1時間足での買いシグナルが出ており、RSIがボリンジャーバンドの下限付近にあるため、買いエントリーを推奨します。"
"2026-03-04 07:12:12","XAGUSD","mean-reversion","Sell","500","85.1395","85.639","84.881","62.20924043221377","70","上昇","横ばい","RSIが売られすぎの閾値を超え、ボリンジャーバンドの上限付近に位置しているため、売りシグナルが発生しています。"
"2026-03-04 07:58:28","GBPUSD","mean-reversion","Sell","10000","1.33607","1.33758","1.33454","72.14333927968758","70","横ばい","横ばい","RSIが過剰買い状態であり、売りシグナルが点灯しているため、売りを推奨します。"
"2026-03-04 09:40:34","USDJPY","mean-reversion","Buy","10000","157.221","157.186","157.525","30.5232132097901","70","下降","横ばい","RSIが30を下回り、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-04 11:20:32","USDJPY","mean-reversion","Buy","10000","157.176","157.141","157.195","39.43410959533325","70","横ばい","上昇","RSIが買われすぎの閾値を下回り、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-04 11:30:47","AUDUSD","mean-reversion","Sell","10000","0.70511","0.70607","0.70461","67.85428459176694","70","上昇","横ばい","RSIが売られすぎの閾値を超えており、ボリンジャーバンドの上限付近に位置しているため、売りシグナルが発生しています。"
"2026-03-04 11:30:47","EURJPY","mean-reversion","Sell","10000","182.92","183.10","182.60","61.69377786208859","70","上昇","横ばい","RSIが売られすぎの閾値を超え、ボリンジャーバンドの上限に近いため、売りシグナルが発生しています。"
"2026-03-04 11:30:47","GBPJPY","mean-reversion","Sell","10000","210.422","210.652","210.022","62.30199242548987","70","上昇","横ばい","RSIが過剰買い状態であり、1時間足での売りシグナルが確認されたため、売りを推奨します。"
"2026-03-04 11:30:47","GBPUSD","mean-reversion","Sell","10000","1.33924","1.34066","1.33754","71.96006696843801","70","上昇","横ばい","RSIが過剰な買われすぎ状態であり、売りシグナルが発生しているため、売りを推奨します。"
"2026-03-04 12:27:09","USDJPY","mean-reversion","Buy","10000","157.217","157.164","157.270","28.33628824706892","80","下降","上昇","RSIが28で売られすぎ、%Bも下限付近にあり、買いシグナルが発生しているため、エントリーを推奨します。"
"2026-03-04 13:46:33","USDJPY","mean-reversion","Buy","10000","157.233","157.187","157.267","37.399396068281256","70","下降","上昇","RSIが買われすぎの閾値を下回り、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-04 14:29:54","GBPUSD","mean-reversion","Sell","10000","1.33717","1.33967","1.33487","62.49147972324935","70","横ばい","下降","RSIが売られすぎの閾値を超えており、ボリンジャーバンドの上限に近いため、売りシグナルが発生しています。"
"2026-03-04 16:27:53","USDJPY","mean-reversion","Buy","10000","157.065","156.747","157.661","34.43219565131082","70","下降","横ばい","RSIが過小評価されており、ボリンジャーバンドの下限付近にあるため、買いシグナルが発生しています。"
"2026-03-05 03:21:49","AUDUSD","mean-reversion","Buy","10000","0.70589","0.70524","0.70657","32.81318616974559","70","横ばい","横ばい","RSIが30以下で売られすぎ、%BがBB下限付近にあり、Buyシグナルが発生しています。"
"2026-03-05 04:23:33","AUDUSD","mean-reversion","Buy","10000","0.70571","0.70479","0.70654","29.026613337435577","70","下降","横ばい","RSIが過剰売られ状態であり、%BもBB下限付近にあるため、買いシグナルが発生しています。"
"2026-03-05 06:53:21","XPTUSD","mean-reversion","Buy","100","2164.56","2145.0","2180.0","25.683998842377875","70","下降","横ばい","RSIが25.68で売られすぎの状態であり、%Bも11.75でBB下限付近にあるため、買いシグナルが発生しています。"
"2026-03-05 08:41:51","AUDUSD","mean-reversion","Buy","10000","0.70203","0.70125","0.70278","25.836008122625444","70","下降","横ばい","RSIが25.8で売られすぎの状態であり、ボリンジャーバンドの下限付近に位置しているため、買いシグナルが発生しています。"
"2026-03-05 09:42:36","EURJPY","mean-reversion","Sell","10000","182.526","182.691","182.291","63.42716653224757","70","横ばい","横ばい","RSIが過剰買いの状態であり、1時間足と4時間足のトレンドが一致しているため、売りを推奨します。"
"2026-03-05 10:39:12","EURJPY","mean-reversion","Sell","10000","182.641","182.790","182.530","63.99696246989167","70","上昇","横ばい","RSIが過剰な買われすぎの状態であり、1時間足での売りシグナルが確認されているため、売りを推奨します。"
"2026-03-05 10:39:12","GBPJPY","mean-reversion","Sell","10000","209.824","210.007","209.464","62.75591118800462","70","上昇","横ばい","RSIが過剰な買われすぎ状態であり、売りシグナルが点灯しているため、売りを推奨します。"
"2026-03-05 11:34:06","GBPJPY","mean-reversion","Sell","10000","209.962","210.132","209.662","70.2179802955665","70","上昇","横ばい","RSIが70を超え、%BがBB上限付近にあり、Sellシグナルが発生しているため、売りを推奨します。"
"2026-03-05 13:00:26","GBPUSD","mean-reversion","Sell","10000","1.33668","1.3382","1.3351","61.61334614856515","70","上昇","上昇","RSIが売られすぎの閾値を超えており、ボリンジャーバンドの上限付近での売りシグナルが確認されました。"
"2026-03-05 14:05:19","XPTUSD","mean-reversion","Buy","100","2161.4","2144.0","2168.0","38.31989953447602","70","下降","横ばい","RSIが買われすぎの閾値を下回り、ボリンジャーバンドの下限付近に位置しているため、買いシグナルを推奨します。"
"2026-03-05 15:12:47","AUDUSD","mean-reversion","Buy","10000","0.70307","0.70223","0.70469","38.5435387558699","70","下降","横ばい","RSIが買われすぎの閾値を下回り、%BがBBの下限付近にあるため、買いシグナルが発生しています。"
"2026-03-05 15:12:47","GBPUSD","mean-reversion","Buy","10000","1.33434","1.33384","1.33584","38.05003751182437","80","横ばい","横ばい","RSIが買われすぎの閾値を下回り、%BがBBの下限付近にあるため、買いシグナルが発生しています。"
